study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB6518	SAMEA2592571	ERX496846	ERR531643	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531643/ERR531643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531643/seqs_Saliva91.1260407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531643
PRJEB6518	SAMEA2592572	ERX496847	ERR531644	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531644/ERR531644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531644/seqs_Saliva261.1260424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531644
PRJEB6518	SAMEA2592573	ERX496848	ERR531645	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531645/ERR531645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531645/seqs_Stool426.1259710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531645
PRJEB6518	SAMEA2592574	ERX496849	ERR531646	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531646/ERR531646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531646/seqs_Saliva87.1259755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531646
PRJEB6518	SAMEA2592575	ERX496850	ERR531647	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531647/ERR531647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531647/seqs_Stool319.1259804.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531647
PRJEB6518	SAMEA2592576	ERX496851	ERR531648	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531648/ERR531648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531648/seqs_Stool176.1260093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531648
PRJEB6518	SAMEA2592577	ERX496852	ERR531649	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531649/ERR531649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531649/seqs_Stool412.1259968.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531649
PRJEB6518	SAMEA2592578	ERX496853	ERR531650	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531650/ERR531650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531650/seqs_Saliva45.1259922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531650
PRJEB6518	SAMEA2592579	ERX496854	ERR531651	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531651/ERR531651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531651/seqs_Stool145.1260045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531651
PRJEB6518	SAMEA2592580	ERX496855	ERR531652	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531652/ERR531652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531652/seqs_Saliva237.1260269.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531652
PRJEB6518	SAMEA2592581	ERX496856	ERR531653	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531653/ERR531653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531653/seqs_Stool281.1260090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531653
PRJEB6518	SAMEA2592582	ERX496857	ERR531654	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531654/ERR531654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531654/seqs_Stool382.1260123.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531654
PRJEB6518	SAMEA2592583	ERX496858	ERR531655	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531655/ERR531655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531655/seqs_Saliva74.1259670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531655
PRJEB6518	SAMEA2592584	ERX496859	ERR531656	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531656/ERR531656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531656/seqs_Stool71.1259856.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531656
PRJEB6518	SAMEA2592585	ERX496860	ERR531657	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531657/ERR531657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531657/seqs_Stool20.1260032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531657
PRJEB6518	SAMEA2592586	ERX496861	ERR531658	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531658/ERR531658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531658/seqs_Stool530.1259653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531658
PRJEB6518	SAMEA2592587	ERX496862	ERR531659	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531659/ERR531659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531659/seqs_Stool35.1260175.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531659
PRJEB6518	SAMEA2592588	ERX496863	ERR531660	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531660/ERR531660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531660/seqs_Stool385.1260096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531660
PRJEB6518	SAMEA2592589	ERX496864	ERR531661	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531661/ERR531661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531661/seqs_Stool108.1260312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531661
PRJEB6518	SAMEA2592590	ERX496865	ERR531662	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531662/ERR531662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531662/seqs_Saliva141.1260357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531662
PRJEB6518	SAMEA2592591	ERX496866	ERR531663	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531663/ERR531663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531663/seqs_Stool236.1260375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531663
PRJEB6518	SAMEA2592592	ERX496867	ERR531664	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531664/ERR531664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531664/seqs_Stool228.1259633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531664
PRJEB6518	SAMEA2592593	ERX496868	ERR531665	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531665/ERR531665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531665/seqs_Stool392.1260280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531665
PRJEB6518	SAMEA2592594	ERX496869	ERR531666	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531666/ERR531666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531666/seqs_Stool81.1260361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531666
PRJEB6518	SAMEA2592595	ERX496870	ERR531667	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531667/ERR531667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531667/seqs_Stool271.1259868.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531667
PRJEB6518	SAMEA2592596	ERX496871	ERR531668	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531668/ERR531668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531668/seqs_Saliva117.1260417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531668
PRJEB6518	SAMEA2592597	ERX496872	ERR531669	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531669/ERR531669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531669/seqs_Stool222.1259964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531669
PRJEB6518	SAMEA2592598	ERX496873	ERR531670	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531670/ERR531670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531670/seqs_Saliva232.1260116.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531670
PRJEB6518	SAMEA2592599	ERX496874	ERR531671	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531671/ERR531671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531671/seqs_Stool280.1260326.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531671
PRJEB6518	SAMEA2592600	ERX496875	ERR531672	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531672/ERR531672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531672/seqs_Saliva62.1259677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531672
PRJEB6518	SAMEA2592601	ERX496876	ERR531673	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531673/ERR531673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531673/seqs_Stool347.1260313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531673
PRJEB6518	SAMEA2592602	ERX496877	ERR531674	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531674/ERR531674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531674/seqs_Saliva241.1259867.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531674
PRJEB6518	SAMEA2592603	ERX496878	ERR531675	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531675/ERR531675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531675/seqs_Saliva21.1259842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531675
PRJEB6518	SAMEA2592604	ERX496879	ERR531676	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531676/ERR531676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531676/seqs_Stool313.1259787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531676
PRJEB6518	SAMEA2592605	ERX496880	ERR531677	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531677/ERR531677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531677/seqs_Stool217.1260272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531677
PRJEB6518	SAMEA2592606	ERX496881	ERR531678	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531678/ERR531678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531678/seqs_Stool273.1259883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531678
PRJEB6518	SAMEA2592607	ERX496882	ERR531679	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531679/ERR531679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531679/seqs_Saliva151.1259894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531679
PRJEB6518	SAMEA2592608	ERX496883	ERR531680	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531680/ERR531680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531680/seqs_Saliva79.1260290.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531680
PRJEB6518	SAMEA2592609	ERX496884	ERR531681	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531681/ERR531681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531681/seqs_Stool420.1260100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531681
PRJEB6518	SAMEA2592610	ERX496885	ERR531682	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531682/ERR531682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531682/seqs_Saliva223.1259921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531682
PRJEB6518	SAMEA2592611	ERX496886	ERR531683	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531683/ERR531683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531683/seqs_Stool88.1260029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531683
PRJEB6518	SAMEA2592612	ERX496887	ERR531684	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531684/ERR531684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531684/seqs_Saliva263.1259721.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531684
PRJEB6518	SAMEA2592613	ERX496888	ERR531685	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531685/ERR531685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531685/seqs_Stool16.1260205.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531685
PRJEB6518	SAMEA2592614	ERX496889	ERR531686	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531686/ERR531686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531686/seqs_Stool334.1259891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531686
PRJEB6518	SAMEA2592615	ERX496890	ERR531687	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531687/ERR531687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531687/seqs_Stool214.1260158.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531687
PRJEB6518	SAMEA2592616	ERX496891	ERR531688	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531688/ERR531688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531688/seqs_Saliva12.1260200.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531688
PRJEB6518	SAMEA2592617	ERX496892	ERR531689	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531689/ERR531689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531689/seqs_Stool6.1260072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531689
PRJEB6518	SAMEA2592618	ERX496893	ERR531690	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531690/ERR531690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531690/seqs_Saliva14.1259647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531690
PRJEB6518	SAMEA2592619	ERX496894	ERR531691	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531691/ERR531691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531691/seqs_Stool5.1259738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531691
PRJEB6518	SAMEA2592620	ERX496895	ERR531692	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531692/ERR531692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531692/seqs_Stool42.1260408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531692
PRJEB6518	SAMEA2592621	ERX496896	ERR531693	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531693/ERR531693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531693/seqs_Saliva208.1259963.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531693
PRJEB6518	SAMEA2592622	ERX496897	ERR531694	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531694/ERR531694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531694/seqs_Stool466.1259915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531694
PRJEB6518	SAMEA2592623	ERX496898	ERR531695	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531695/ERR531695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531695/seqs_Stool485.1259820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531695
PRJEB6518	SAMEA2592624	ERX496899	ERR531696	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531696/ERR531696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531696/seqs_Saliva173.1260044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531696
PRJEB6518	SAMEA2592625	ERX496900	ERR531697	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531697/ERR531697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531697/seqs_Saliva41.1260214.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531697
PRJEB6518	SAMEA2592626	ERX496901	ERR531698	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531698/ERR531698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531698/seqs_Stool304.1260385.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531698
PRJEB6518	SAMEA2592627	ERX496902	ERR531699	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531699/ERR531699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531699/seqs_Saliva95.1260120.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531699
PRJEB6518	SAMEA2592628	ERX496903	ERR531700	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531700/ERR531700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531700/seqs_Stool349.1259798.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531700
PRJEB6518	SAMEA2592629	ERX496904	ERR531701	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531701/ERR531701.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531701/seqs_Saliva172.1260105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531701
PRJEB6518	SAMEA2592630	ERX496905	ERR531702	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531702/ERR531702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531702/seqs_Stool333.1259794.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531702
PRJEB6518	SAMEA2592631	ERX496906	ERR531703	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531703/ERR531703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531703/seqs_Stool428.1260374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531703
PRJEB6518	SAMEA2592632	ERX496907	ERR531704	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531704/ERR531704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531704/seqs_Saliva143.1260215.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531704
PRJEB6518	SAMEA2592633	ERX496908	ERR531705	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531705/ERR531705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531705/seqs_Stool322.1260111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531705
PRJEB6518	SAMEA2592634	ERX496909	ERR531706	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531706/ERR531706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531706/seqs_Stool359.1259683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531706
PRJEB6518	SAMEA2592635	ERX496910	ERR531707	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531707/ERR531707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531707/seqs_Saliva206.1259720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531707
PRJEB6518	SAMEA2592636	ERX496911	ERR531708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531708/ERR531708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531708/seqs_Stool543.1259761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531708
PRJEB6518	SAMEA2592637	ERX496912	ERR531709	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531709/ERR531709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531709/seqs_Saliva138.1260077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531709
PRJEB6518	SAMEA2592638	ERX496913	ERR531710	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531710/ERR531710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531710/seqs_Saliva94.1260330.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531710
PRJEB6518	SAMEA2592639	ERX496914	ERR531711	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531711/ERR531711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531711/seqs_Stool55.1259694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531711
PRJEB6518	SAMEA2592640	ERX496915	ERR531712	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531712/ERR531712.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531712/seqs_Saliva229.1259622.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531712
PRJEB6518	SAMEA2592641	ERX496916	ERR531713	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531713/ERR531713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531713/seqs_Stool321.1259626.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531713
PRJEB6518	SAMEA2592642	ERX496917	ERR531714	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531714/ERR531714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531714/seqs_Stool190.1260386.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531714
PRJEB6518	SAMEA2592643	ERX496918	ERR531715	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531715/ERR531715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531715/seqs_Saliva31.1259942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531715
PRJEB6518	SAMEA2592644	ERX496919	ERR531716	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531716/ERR531716.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531716/seqs_Stool95.1260015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531716
PRJEB6518	SAMEA2592645	ERX496920	ERR531717	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531717/ERR531717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531717/seqs_Saliva242.1259727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531717
PRJEB6518	SAMEA2592646	ERX496921	ERR531718	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531718/ERR531718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531718/seqs_Stool337.1259774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531718
PRJEB6518	SAMEA2592647	ERX496922	ERR531719	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531719/ERR531719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531719/seqs_Stool10.1260195.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531719
PRJEB6518	SAMEA2592648	ERX496923	ERR531720	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531720/ERR531720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531720/seqs_Saliva136.1259826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531720
