study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB19825	SAMEA103888252	ERX1927516	ERR1867212	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867212/ERR1867212.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867212/550.L2S15.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867212
PRJEB19825	SAMEA103888255	ERX1927518	ERR1867213	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867213/ERR1867213.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867213/550.L2S150.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867213
PRJEB19825	SAMEA103888257	ERX1927520	ERR1867214	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867214/ERR1867214.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867214/550.L2S151.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867214
PRJEB19825	SAMEA103888259	ERX1927522	ERR1867215	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867215/ERR1867215.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867215/550.L2S152.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867215
PRJEB19825	SAMEA103888261	ERX1927524	ERR1867216	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867216/ERR1867216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867216/550.L2S153.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867216
PRJEB19825	SAMEA103888263	ERX1927525	ERR1867217	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867217/ERR1867217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867217/550.L2S154.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867217
PRJEB19825	SAMEA103888265	ERX1927527	ERR1867218	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867218/ERR1867218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867218/550.L2S155.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867218
PRJEB19825	SAMEA103888268	ERX1927529	ERR1867219	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867219/ERR1867219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867219/550.L2S156.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867219
PRJEB19825	SAMEA103888270	ERX1927531	ERR1867220	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867220/ERR1867220.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867220/550.L2S157.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867220
PRJEB19825	SAMEA103888272	ERX1927533	ERR1867221	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867221/ERR1867221.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867221/550.L2S158.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867221
PRJEB19825	SAMEA103888274	ERX1927535	ERR1867222	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867222/ERR1867222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867222/550.L2S159.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867222
PRJEB19825	SAMEA103888276	ERX1927537	ERR1867223	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867223/ERR1867223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867223/550.L2S16.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867223
PRJEB19825	SAMEA103888278	ERX1927539	ERR1867224	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867224/ERR1867224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867224/550.L2S160.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867224
PRJEB19825	SAMEA103888279	ERX1927541	ERR1867225	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867225/ERR1867225.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867225/550.L2S161.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867225
PRJEB19825	SAMEA103888282	ERX1927543	ERR1867226	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867226/ERR1867226.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867226/550.L2S162.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867226
PRJEB19825	SAMEA103888284	ERX1927545	ERR1867227	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867227/ERR1867227.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867227/550.L2S163.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867227
PRJEB19825	SAMEA103888286	ERX1927547	ERR1867228	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867228/ERR1867228.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867228/550.L2S164.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867228
PRJEB19825	SAMEA103888288	ERX1927549	ERR1867229	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867229/ERR1867229.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867229/550.L2S165.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867229
PRJEB19825	SAMEA103888290	ERX1927551	ERR1867230	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867230/ERR1867230.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867230/550.L2S166.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867230
PRJEB19825	SAMEA103888292	ERX1927553	ERR1867231	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867231/ERR1867231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867231/550.L2S167.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867231
PRJEB19825	SAMEA103888293	ERX1927555	ERR1867232	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867232/ERR1867232.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867232/550.L2S168.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867232
PRJEB19825	SAMEA103888295	ERX1927557	ERR1867233	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867233/ERR1867233.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867233/550.L2S169.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867233
PRJEB19825	SAMEA103888297	ERX1927559	ERR1867234	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867234/ERR1867234.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867234/550.L2S17.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867234
PRJEB19825	SAMEA103888299	ERX1927561	ERR1867235	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867235/ERR1867235.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867235/550.L2S170.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867235
PRJEB19825	SAMEA103888301	ERX1927563	ERR1867236	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867236/ERR1867236.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867236/550.L2S171.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867236
PRJEB19825	SAMEA103888304	ERX1927565	ERR1867237	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867237/ERR1867237.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867237/550.L2S172.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867237
PRJEB19825	SAMEA103888305	ERX1927567	ERR1867238	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867238/ERR1867238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867238/550.L2S173.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867238
PRJEB19825	SAMEA103888307	ERX1927569	ERR1867239	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867239/ERR1867239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867239/550.L2S174.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867239
PRJEB19825	SAMEA103888309	ERX1927571	ERR1867240	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867240/ERR1867240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867240/550.L2S175.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867240
PRJEB19825	SAMEA103888311	ERX1927573	ERR1867241	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867241/ERR1867241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867241/550.L2S176.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867241
PRJEB19825	SAMEA103888313	ERX1927575	ERR1867242	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867242/ERR1867242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867242/550.L2S178.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867242
PRJEB19825	SAMEA103888315	ERX1927577	ERR1867243	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867243/ERR1867243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867243/550.L2S179.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867243
PRJEB19825	SAMEA103888318	ERX1927579	ERR1867244	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867244/ERR1867244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867244/550.L2S18.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867244
PRJEB19825	SAMEA103888321	ERX1927581	ERR1867245	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867245/ERR1867245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867245/550.L2S180.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867245
PRJEB19825	SAMEA103888322	ERX1927583	ERR1867246	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867246/ERR1867246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867246/550.L2S181.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867246
PRJEB19825	SAMEA103888324	ERX1927585	ERR1867247	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867247/ERR1867247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867247/550.L2S182.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867247
PRJEB19825	SAMEA103888326	ERX1927587	ERR1867248	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867248/ERR1867248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867248/550.L2S183.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867248
PRJEB19825	SAMEA103888328	ERX1927589	ERR1867249	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867249/ERR1867249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867249/550.L2S184.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867249
PRJEB19825	SAMEA103888330	ERX1927591	ERR1867250	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867250/ERR1867250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867250/550.L2S185.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867250
PRJEB19825	SAMEA103888332	ERX1927593	ERR1867251	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867251/ERR1867251.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867251/550.L2S186.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867251
PRJEB19825	SAMEA103888334	ERX1927595	ERR1867252	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867252/ERR1867252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867252/550.L2S187.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867252
PRJEB19825	SAMEA103888336	ERX1927597	ERR1867253	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867253/ERR1867253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867253/550.L2S188.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867253
PRJEB19825	SAMEA103888338	ERX1927599	ERR1867254	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867254/ERR1867254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867254/550.L2S189.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867254
PRJEB19825	SAMEA103888340	ERX1927601	ERR1867255	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867255/ERR1867255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867255/550.L2S19.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867255
PRJEB19825	SAMEA103888342	ERX1927603	ERR1867256	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867256/ERR1867256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867256/550.L2S190.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867256
PRJEB19825	SAMEA103888344	ERX1927605	ERR1867257	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867257/ERR1867257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867257/550.L2S191.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867257
PRJEB19825	SAMEA103888346	ERX1927607	ERR1867258	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867258/ERR1867258.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867258/550.L2S193.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867258
PRJEB19825	SAMEA103888348	ERX1927609	ERR1867259	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867259/ERR1867259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867259/550.L2S194.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867259
PRJEB19825	SAMEA103888351	ERX1927611	ERR1867260	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867260/ERR1867260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867260/550.L2S195.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867260
PRJEB19825	SAMEA103888353	ERX1927613	ERR1867261	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867261/ERR1867261.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867261/550.L2S196.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867261
PRJEB19825	SAMEA103888355	ERX1927615	ERR1867262	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867262/ERR1867262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867262/550.L2S197.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867262
PRJEB19825	SAMEA103888357	ERX1927617	ERR1867263	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867263/ERR1867263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867263/550.L2S198.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867263
PRJEB19825	SAMEA103888359	ERX1927619	ERR1867264	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867264/ERR1867264.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867264/550.L2S199.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867264
PRJEB19825	SAMEA103888361	ERX1927621	ERR1867265	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867265/ERR1867265.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867265/550.L2S2.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867265
PRJEB19825	SAMEA103888363	ERX1927623	ERR1867266	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867266/ERR1867266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867266/550.L2S20.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867266
PRJEB19825	SAMEA103888365	ERX1927625	ERR1867267	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867267/ERR1867267.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867267/550.L2S200.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867267
PRJEB19825	SAMEA103888368	ERX1927627	ERR1867268	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867268/ERR1867268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867268/550.L2S201.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867268
PRJEB19825	SAMEA103888371	ERX1927629	ERR1867269	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867269/ERR1867269.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867269/550.L2S202.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867269
PRJEB19825	SAMEA103888373	ERX1927631	ERR1867270	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867270/ERR1867270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867270/550.L2S203.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867270
PRJEB19825	SAMEA103888375	ERX1927633	ERR1867271	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867271/ERR1867271.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867271/550.L2S204.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867271
PRJEB19825	SAMEA103888377	ERX1927635	ERR1867272	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867272/ERR1867272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867272/550.L2S205.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867272
PRJEB19825	SAMEA103888379	ERX1927637	ERR1867273	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867273/ERR1867273.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867273/550.L2S206.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867273
PRJEB19825	SAMEA103888381	ERX1927639	ERR1867274	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867274/ERR1867274.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867274/550.L2S207.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867274
PRJEB19825	SAMEA103888383	ERX1927641	ERR1867275	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1867275/ERR1867275.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867275/550.L2S208.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1867275
PRJEB19825	SAMEA103888385	ERX1927643	ERR1867276	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1867276/ERR1867276.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867276/550.L2S209.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1867276
PRJEB19825	SAMEA103888386	ERX1927645	ERR1867277	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1867277/ERR1867277.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867277/550.L2S21.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1867277
PRJEB19825	SAMEA103888388	ERX1927647	ERR1867278	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1867278/ERR1867278.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867278/550.L2S210.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1867278
PRJEB19825	SAMEA103888390	ERX1927649	ERR1867279	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1867279/ERR1867279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867279/550.L2S211.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1867279
PRJEB19825	SAMEA103888393	ERX1927651	ERR1867280	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1867280/ERR1867280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867280/550.L2S212.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1867280
PRJEB19825	SAMEA103888395	ERX1927653	ERR1867281	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1867281/ERR1867281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867281/550.L2S213.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1867281
PRJEB19825	SAMEA103888397	ERX1927655	ERR1867282	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1867282/ERR1867282.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867282/550.L2S214.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1867282
PRJEB19825	SAMEA103888398	ERX1927657	ERR1867283	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1867283/ERR1867283.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867283/550.L2S215.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1867283
PRJEB19825	SAMEA103888401	ERX1927659	ERR1867284	539655	human skin metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1867284/ERR1867284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1867284/550.L2S216.s.2.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1867284
