Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,isol_growth_condt,strain,num_replicons,ref_biomaterial,host_subject_id,source_material_ID,Cultivar,Ecotype,isolate
SRR9205755,WGS,283,PRJNA544527,SAMN11846923,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976730,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0066_g2,PAIRED,RANDOM,GENOMIC,249,101,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883244,af_0058_0066_g2,SRP200548,missing,BIOML-A60,missing,missing,,,,,
SRR9205756,WGS,278,PRJNA544527,SAMN11846698,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,20-May-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976729,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_d10,PAIRED,RANDOM,GENOMIC,655,268,Bacteroides ovatus,ILLUMINA,2019-07-31T00:00:00Z,SRS4883243,am_0070_0085_d10,SRP200548,missing,BIOML-A81,missing,missing,,,,,
SRR9205757,WGS,274,PRJNA544527,SAMN11846699,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,20-May-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976728,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_d6,PAIRED,RANDOM,GENOMIC,1016,407,Bacteroides ovatus,ILLUMINA,2019-07-31T00:00:00Z,SRS4883242,am_0070_0085_d6,SRP200548,missing,BIOML-A82,missing,missing,,,,,
SRR9205758,WGS,270,PRJNA544527,SAMN11846108,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976727,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_e3-BIS,PAIRED,RANDOM,GENOMIC,2129,856,Akkermansia sp. BIOML-A34,ILLUMINA,2019-07-31T00:00:00Z,SRS4883241,aa_0143_0061_e3-BIS,SRP200548,missing,BIOML-A34,missing,missing,,,,,
SRR9205759,WGS,279,PRJNA544527,SAMN11846109,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976726,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_e3,PAIRED,RANDOM,GENOMIC,271,109,Akkermansia sp. BIOML-A35,ILLUMINA,2019-07-31T00:00:00Z,SRS4883240,aa_0143_0061_e3,SRP200548,missing,BIOML-A35,missing,missing,,,,,
SRR9205760,WGS,272,PRJNA544527,SAMN11846102,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976725,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_d2,PAIRED,RANDOM,GENOMIC,113,46,Akkermansia sp. BIOML-A28,ILLUMINA,2019-07-31T00:00:00Z,SRS4883239,aa_0143_0061_d2,SRP200548,missing,BIOML-A28,missing,missing,,,,,
SRR9205762,WGS,273,PRJNA544527,SAMN11846100,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976723,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_d1,PAIRED,RANDOM,GENOMIC,137,56,Akkermansia sp. BIOML-A26,ILLUMINA,2019-07-31T00:00:00Z,SRS4883237,aa_0143_0061_d1,SRP200548,missing,BIOML-A26,missing,missing,,,,,
SRR9205763,WGS,260,PRJNA544527,SAMN11846101,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976722,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_d2-BIS,PAIRED,RANDOM,GENOMIC,534,214,Akkermansia sp. BIOML-A27,ILLUMINA,2019-07-31T00:00:00Z,SRS4883236,aa_0143_0061_d2-BIS,SRP200548,missing,BIOML-A27,missing,missing,,,,,
SRR9205764,WGS,279,PRJNA544527,SAMN11846106,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976721,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_e1,PAIRED,RANDOM,GENOMIC,342,139,Akkermansia sp. BIOML-A32,ILLUMINA,2019-07-31T00:00:00Z,SRS4883235,aa_0143_0061_e1,SRP200548,missing,BIOML-A32,missing,missing,,,,,
SRR9205765,WGS,277,PRJNA544527,SAMN11846107,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976720,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_e2-BIS,PAIRED,RANDOM,GENOMIC,203,83,Akkermansia sp. BIOML-A33,ILLUMINA,2019-07-31T00:00:00Z,SRS4883234,aa_0143_0061_e2-BIS,SRP200548,missing,BIOML-A33,missing,missing,,,,,
SRR9205766,WGS,274,PRJNA544527,SAMN11846104,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976719,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_d3,PAIRED,RANDOM,GENOMIC,247,101,Akkermansia sp. BIOML-A30,ILLUMINA,2019-07-31T00:00:00Z,SRS4883233,aa_0143_0061_d3,SRP200548,missing,BIOML-A30,missing,missing,,,,,
SRR9205767,WGS,275,PRJNA544527,SAMN11846105,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976718,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0061_e1-BIS,PAIRED,RANDOM,GENOMIC,261,105,Akkermansia sp. BIOML-A31,ILLUMINA,2019-07-31T00:00:00Z,SRS4883232,aa_0143_0061_e1-BIS,SRP200548,missing,BIOML-A31,missing,missing,,,,,
SRR9205768,WGS,273,PRJNA544527,SAMN11846929,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976717,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0071_a4,PAIRED,RANDOM,GENOMIC,1366,596,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883230,af_0058_0071_a4,SRP200548,missing,BIOML-A66,missing,missing,,,,,
SRR9205769,WGS,279,PRJNA544527,SAMN11846432,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976716,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0065_d6,PAIRED,RANDOM,GENOMIC,930,369,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883231,aa_0143_0065_d6,SRP200548,missing,BIOML-A17,missing,missing,,,,,
SRR9205770,WGS,275,PRJNA544527,SAMN11846433,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976715,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0087_c5,PAIRED,RANDOM,GENOMIC,1412,551,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883229,aa_0143_0087_c5,SRP200548,missing,BIOML-A18,missing,missing,,,,,
SRR9205771,WGS,269,PRJNA544527,SAMN11846430,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976714,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0065_c5,PAIRED,RANDOM,GENOMIC,691,266,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883227,aa_0143_0065_c5,SRP200548,missing,BIOML-A15,missing,missing,,,,,
SRR9205772,WGS,283,PRJNA544527,SAMN11846431,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976713,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0065_c8,PAIRED,RANDOM,GENOMIC,475,188,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883228,aa_0143_0065_c8,SRP200548,missing,BIOML-A16,missing,missing,,,,,
SRR9205773,WGS,255,PRJNA544527,SAMN11846436,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976712,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_a5,PAIRED,RANDOM,GENOMIC,209,97,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883226,af_0058_0067_a5,SRP200548,missing,BIOML-A21,missing,missing,,,,,
SRR9205774,WGS,255,PRJNA544527,SAMN11846437,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976711,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_a6,PAIRED,RANDOM,GENOMIC,183,85,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883225,af_0058_0067_a6,SRP200548,missing,BIOML-A22,missing,missing,,,,,
SRR9205775,WGS,277,PRJNA544527,SAMN11846434,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976710,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0087_e10,PAIRED,RANDOM,GENOMIC,1342,525,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883224,aa_0143_0087_e10,SRP200548,missing,BIOML-A19,missing,missing,,,,,
SRR9205776,WGS,258,PRJNA544527,SAMN11846435,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976709,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_f11,PAIRED,RANDOM,GENOMIC,423,167,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883223,af_0058_0056_f11,SRP200548,missing,BIOML-A20,missing,missing,,,,,
SRR9205777,WGS,269,PRJNA544527,SAMN11846438,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976708,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_d1,PAIRED,RANDOM,GENOMIC,280,118,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883222,af_0058_0067_d1,SRP200548,missing,BIOML-A23,missing,missing,,,,,
SRR9205778,WGS,259,PRJNA544527,SAMN11846439,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976707,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0019_a8,PAIRED,RANDOM,GENOMIC,151,63,Bacteroides caccae,ILLUMINA,2019-07-31T00:00:00Z,SRS4883221,bj_0095_0019_a8,SRP200548,missing,BIOML-A24,missing,missing,,,,,
SRR9205779,WGS,263,PRJNA544527,SAMN11846978,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976706,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0077_e3,PAIRED,RANDOM,GENOMIC,973,391,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883220,af_0058_0077_e3,SRP200548,missing,BIOML-A115,missing,missing,,,,,
SRR9205780,WGS,279,PRJNA544527,SAMN11847009,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976705,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0083_f4,PAIRED,RANDOM,GENOMIC,859,342,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883219,af_0058_0083_f4,SRP200548,missing,BIOML-A146,missing,missing,,,,,
SRR9205781,WGS,247,PRJNA544527,SAMN11846872,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976704,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_c3,PAIRED,RANDOM,GENOMIC,527,208,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883218,af_0058_0056_c3,SRP200548,missing,BIOML-A9,missing,missing,,,,,
SRR9205782,WGS,254,PRJNA544527,SAMN11846873,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976703,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_c6,PAIRED,RANDOM,GENOMIC,437,173,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883217,af_0058_0056_c6,SRP200548,missing,BIOML-A10,missing,missing,,,,,
SRR9205783,WGS,254,PRJNA544527,SAMN11846870,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976702,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_b6,PAIRED,RANDOM,GENOMIC,317,125,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883216,af_0058_0056_b6,SRP200548,missing,BIOML-A7,missing,missing,,,,,
SRR9205784,WGS,245,PRJNA544527,SAMN11846871,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976701,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_c1,PAIRED,RANDOM,GENOMIC,249,98,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883214,af_0058_0056_c1,SRP200548,missing,BIOML-A8,missing,missing,,,,,
SRR9205785,WGS,243,PRJNA544527,SAMN11846876,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976700,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_e1,PAIRED,RANDOM,GENOMIC,1037,407,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883213,af_0058_0056_e1,SRP200548,missing,BIOML-A13,missing,missing,,,,,
SRR9205786,WGS,244,PRJNA544527,SAMN11846877,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976699,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_e3,PAIRED,RANDOM,GENOMIC,329,130,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883215,af_0058_0056_e3,SRP200548,missing,BIOML-A14,missing,missing,,,,,
SRR9205787,WGS,255,PRJNA544527,SAMN11846874,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976698,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_d1,PAIRED,RANDOM,GENOMIC,230,93,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883211,af_0058_0056_d1,SRP200548,missing,BIOML-A11,missing,missing,,,,,
SRR9205788,WGS,256,PRJNA544527,SAMN11846875,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976697,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_d3,PAIRED,RANDOM,GENOMIC,200,81,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883212,af_0058_0056_d3,SRP200548,missing,BIOML-A12,missing,missing,,,,,
SRR9205789,WGS,283,PRJNA544527,SAMN11846995,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976696,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0083_b4,PAIRED,RANDOM,GENOMIC,480,201,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883210,af_0058_0083_b4,SRP200548,missing,BIOML-A132,missing,missing,,,,,
SRR9205790,WGS,284,PRJNA544527,SAMN11846994,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976695,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0083_b3,PAIRED,RANDOM,GENOMIC,308,127,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883209,af_0058_0083_b3,SRP200548,missing,BIOML-A131,missing,missing,,,,,
SRR9205791,WGS,240,PRJNA544527,SAMN11846878,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976694,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_e4,PAIRED,RANDOM,GENOMIC,526,210,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883208,af_0058_0056_e4,SRP200548,missing,BIOML-A15,missing,missing,,,,,
SRR9205792,WGS,239,PRJNA544527,SAMN11846879,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976693,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0056_e5,PAIRED,RANDOM,GENOMIC,839,329,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883207,af_0058_0056_e5,SRP200548,missing,BIOML-A16,missing,missing,,,,,
SRR9205793,WGS,282,PRJNA544527,SAMN11846991,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5976692,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0077_h5,PAIRED,RANDOM,GENOMIC,242,99,Bacteroides thetaiotaomicron,ILLUMINA,2019-07-31T00:00:00Z,SRS4883206,af_0058_0077_h5,SRP200548,missing,BIOML-A128,missing,missing,,,,,
